sentence,episode,matched_name,cleaned_sentence
what a pain... i'm going even if i draw a miss.,579,roronoa zoro,pain draw miss
"zoro!  if i win, please switch places with me!",579,tony tony chopper,zoro win switch place
they say the last one has the most luck! i put all the luck of my life into this straw! &#&¤%!!,579,usopp,say luck luck life straw
that settles it.  the ones who'll go are...,579,sanji,settle
us.,579,roronoa zoro,
how exciting.,579,nico robin,exciting
how depressing.,579,usopp,depressing
"oh, you won?  lucky you!",579,sanji,win lucky
"no, i lost!  someone trade with me!",579,usopp,lose trade
"here, have my special giant shellfish lunchbox.",579,sanji,special giant shellfish lunchbox
can't wait to taste it! awesome!  she made a pathway of clouds! you've learned to make that stuff that they used back on sky island?,579,monkey d. luffy,wait taste awesome make pathway cloud learn make stuff use sky island
"it's just clouds, so you'd better cross it while it's still stable.",579,nami,cloud better cross stable
"got it! alright! here goes the scouting party! we're counting on you, mini merry!",579,monkey d. luffy,alright scout party count mini merry
"hang in there, you all!",579,tony tony chopper,hang
you're so lucky at drawing straws!,579,franky,lucky draw straw
we'll be able to go later.,579,sanji,able later
take care!,579,brook,care
"usopp, good luck!",579,nami,usopp good luck
trade places with me!,579,usopp,trade place
this giant shellfish is delicious!,579,monkey d. luffy,giant shellfish delicious
"hey, why are you eating that already?!",579,usopp,hey eat
"oh, we've climbed above the flames!  this is fun! now we can get past the sea of fire!",579,monkey d. luffy,climb flame fun past sea
will these clouds last until we head back?,579,usopp,cloud head
good thing the rain stopped.,579,monkey d. luffy,good thing rain stop
perfect weather for scouting.,579,nico robin,perfect weather scout
but it's so hot!,579,usopp,hot
"nami-san, does that cloud reach all the way to the island?",579,brook,namisan cloud reach way island
"i don't know. but i'm sure luffy will manage, somehow.",579,nami,know sure luffy manage
"nami-san, that's so harsh!",579,brook,namisan harsh
i'm so glad i didn't have to accompany luffy. i can't stand the heat!,579,tony tony chopper,glad accompany luffy stand heat
"i couldn't let him go alone, after all. they'll come back once they see that there's nothing there!",579,nami,come
"you've thought this through, huh?",579,franky,think huh
i'll make a cold dessert out of the giant shellfish for our kind nami-san right now!,579,sanji,make cold dessert giant shellfish kind namisan
you're planning to eat it too?!,579,sanji,plan eat
yup!,579,franky,yup
we'll eat it!,579,brook,eat
"oh, i can see the erupting island! see?  that's definitely the entrance!",579,monkey d. luffy,erupt island definitely entrance
"now listen, people might have lived here before... but there's no way they could live here now! the snail phone must have picked up a transmission from some distant island! right, robin?",579,usopp,listen people live way live snail phone pick transmission distant island robin
"it doesn't look pretty, but this is surprisingly tasty.",579,nico robin,look pretty surprisingly tasty
you too?!  why are you eating it now?!,579,usopp,eat
you're not gonna eat?,579,roronoa zoro,eat
i couldn't swallow anything right now!,579,usopp,swallow
"luffy, do you want some more?",579,nico robin,luffy want
sure!,579,monkey d. luffy,sure
here.,579,nico robin,
it really is tasty!,579,monkey d. luffy,really tasty
sanji-kun has gotten even better.,579,nico robin,sanjikun
"ah, i'm having an unexpected relapse of my disease from two years ago! hey, you guys... honest, i've got the ""i can't enter that island""-disease!",579,usopp,unexpected relapse disease year ago hey honest enter island disease
ah!  a sudden headache! my chest's starting to hurt too! my stomach hurts! it's so hot.,579,usopp,sudden headache chest start hurt stomach hurt hot
no doubt about it.  this is the right place.,579,nico robin,doubt place
this is punk hazard?,579,usopp,punk hazard
let's get the merry onto the island.,579,monkey d. luffy,merry island
so the emergency signal came from this place after all?,579,roronoa zoro,emergency signal come place
looks like it's forbidden to enter this island.,579,nico robin,look like forbidden enter island
"luffy, look at that!",579,usopp,luffy look
danger... keep out?,579,monkey d. luffy,danger
"see?  the logos of the world government and navy are here! meaning, even if someone is inside, it'll be someone on the government's side! this was a waste of time.  let's go back! h-hey, zoro, what are you doing? you're not...",579,usopp,logo world government navy meaning inside government waste time hhey zoro
"alright, it's open!",579,monkey d. luffy,alright open
it's open...,579,usopp,open
"ah, it's so hot.",579,monkey d. luffy,hot
"hey, you guys! breaking and entering is a crime, you know! oh wait, pirates are criminals. don't blame me if you end up in a fight with the world government! oh wait, we already did that. h-hey, wait!",579,usopp,hey breaking entering crime know wait pirate criminal blame end fight world government wait hhey wait
"it's so hot... but, anyway...",579,monkey d. luffy,hot
this whole place is on fire.,579,roronoa zoro,place
it doesn't look like this was always a burning island. was it some kind of disaster?  or an accident?,579,nico robin,look like burning island kind disaster accident
"w-w-wa... l-luffy! not good! hey, luffy!",579,usopp,wwwa lluffy good hey luffy
those probably weren't people's houses. this must have been a government facility.,579,nico robin,probably people house government facility
so was this place sealed off after it caught fire and became too dangerous? or was it a dangerous facility to begin with?,579,roronoa zoro,place seal catch dangerous dangerous facility begin
the fact that the log pose doesn't point to this island bothers me.,579,nico robin,fact log pose point island bother
"hey! guy from earlier, are you here?! we've come to save you! hey! come out! samurai!",579,monkey d. luffy,hey early come save hey come samurai
don't call the murderer!,579,usopp,murderer
did your appetite return?,579,roronoa zoro,appetite return
"shut it!  i'm drowning my sorrows! oh yeah, and this has been bothering me for a while... the guy on the snail phone said he was freezing, right?",579,usopp,shut drown sorrow yeah bother snail phone say freeze
"you've got a point. it's so hot here, yet he said it was cold. maybe he was an idiot?",579,monkey d. luffy,point hot say cold maybe idiot
what kind of reasoning is that?!,579,usopp,kind reasoning
could there be any cold places on this burning island? or did he mean that he was so scared that he was getting the chills?,579,nico robin,cold place burn island mean scared chill
"robin, stop saying such scary stuff! what's that? what on earth is that sound?!",579,usopp,robin stop say scary stuff earth sound
that's...,579,monkey d. luffy,
"this is delicious, sanji! i thought i was gonna melt in this heat! this helps me cool down!",579,tony tony chopper,delicious sanji think melt heat help cool
i feel a sharp pain in my teeth! perhaps i have hypersensitivity?,579,brook,feel sharp pain teeth hypersensitivity
"remember that those are just nami-san's leftovers! you'd better be grateful! nami-san, you get as many refills as you want!",579,sanji,remember namisan leftover grateful namisan refill want
"nami, is something wrong?",579,franky,nami wrong
"well, the clouds... the sky above this island is really weird, now that i take a closer look at it. it almost looks arctic on the far side.",579,nami,cloud sky island really weird close look look arctic far
that's impossible!,579,franky,impossible
a giant!,579,usopp,giant
no. this is way bigger than a giant!,579,monkey d. luffy,way big giant
it must have been the wind.,579,nico robin,wind
"what's wrong, luffy?",579,usopp,wrong luffy
is that...,579,nico robin,
w-what?!  d-do these things really exist?!,579,monkey d. luffy,wwhat ddo thing really exist
"no, they're fictional creatures! how could they exist for real?!",579,roronoa zoro,fictional creature exist real
but just look at it! what else could you call it?,579,nico robin,look
gear second gomu gomu no jet bullet,580,monkey d. luffy,gear second gomu gomu jet bullet
santouryuu ul tora gari,580,roronoa zoro,santouryuu tora gari
hissatsu midoriboshi trampolia,580,usopp,hissatsu midoriboshi trampolia
ittouryuu iai shi shishi sonson,580,roronoa zoro,ittouryuu iai shi shishi sonson
cien fleur,580,nico robin,cien fleur
i'm gonna be the pirate king!,580,monkey d. luffy,pirate king
"another eruption! we can see it right there! who cares about the log pose? hey, what's this? the snail phone is crying. hey, what's wrong?!  does your stomach hurt?",580,monkey d. luffy,eruption care log pose hey snail phone hey wrong stomach hurt
"you idiot, that's an emergency signal. someone's calling for help.",580,sanji,idiot emergency signal help
"so, if i pick up the phone, we can communicate with them?",580,monkey d. luffy,pick phone communicate
"wait, luffy!  less than fifty percent of emergency signals are real!",580,nico robin,wait luffy percent emergency signal real
samurai?,580,roronoa zoro,samurai
"hey, what's your name?! where are you?!",580,monkey d. luffy,hey
it's so hot.,580,usopp,hot
no doubt about it.  this is the right place.,580,nico robin,doubt place
this is punk hazard?,580,usopp,punk hazard
those probably weren't people's houses. this must have been a government facility.,580,nico robin,probably people house government facility
"what's wrong, luffy?",580,usopp,wrong luffy
is that...,580,nico robin,
w-what?!  d-do these things really exist?!,580,monkey d. luffy,wwhat ddo thing really exist
"no, they're fictional creatures! how could they exist for real?!",580,roronoa zoro,fictional creature exist real
but just look at it! what else could you call it?,580,nico robin,look
a- awesome! it's so cool!,580,monkey d. luffy,awesome cool
th- this is no time to be admiring it!,580,usopp,time admire
so cool!,580,monkey d. luffy,cool
i'm out of here!,580,usopp,
its roars are cool too! cool!  cool!,580,monkey d. luffy,roar cool cool cool
who goes there?,580,kin'emon,
stay away from me! what the hell are you doing?!,580,usopp,stay away hell
hey! this thing just talked!,580,monkey d. luffy,hey thing talk
d-d-don't be ridiculous!  you must have imagined it!,580,usopp,dddo ridiculous imagine
really?,580,monkey d. luffy,really
it's hard enough to believe that this is actually a dragon!,580,usopp,hard believe actually dragon
is it really a dragon?,580,roronoa zoro,really dragon
"yes, as hard as it is to believe. a lizard's body with giant wings... no matter how you look at it, it's exactly what the legends describe!",580,nico robin,yes hard believe lizard body giant wing matter look exactly legends
